name,stars,img,owner,repo_name
henriquepierandrei/SimulaProva,0,https://avatars.githubusercontent.com/u/150195684?s=40&v=4,henriquepierandrei,SimulaProva
naufaldawam/backend-apps-xiomun,0,https://avatars.githubusercontent.com/u/60767590?s=40&v=4,naufaldawam,backend-apps-xiomun
nhnacademy-aiot2-javame/javame-environment-api,0,https://avatars.githubusercontent.com/u/206484578?s=40&v=4,nhnacademy-aiot2-javame,javame-environment-api
jasonSOUI/TimeCard,0,https://avatars.githubusercontent.com/u/33945741?s=40&v=4,jasonSOUI,TimeCard
rafael-de-almeida/Ecommerce-livros,0,https://avatars.githubusercontent.com/u/144491468?s=40&v=4,rafael-de-almeida,Ecommerce-livros
NataliaFrancisca/javalingo,0,https://avatars.githubusercontent.com/u/61852928?s=40&v=4,NataliaFrancisca,javalingo
elijahizkiel/OnlineMedicalAppointmentApp,0,https://avatars.githubusercontent.com/u/145738485?s=40&v=4,elijahizkiel,OnlineMedicalAppointmentApp
Huypham07/LLM-News-Crawler,0,https://avatars.githubusercontent.com/u/86708207?s=40&v=4,Huypham07,LLM-News-Crawler
Devan019/AI-learning-platform,0,https://avatars.githubusercontent.com/u/155709255?s=40&v=4,Devan019,AI-learning-platform
aleicer/medlynx,0,https://avatars.githubusercontent.com/u/88113428?s=40&v=4,aleicer,medlynx
aayush07raj/genAI,0,https://avatars.githubusercontent.com/u/77605356?s=40&v=4,aayush07raj,genAI
RingkhangBTY/QuizMind,1,https://avatars.githubusercontent.com/u/143089760?s=40&v=4,RingkhangBTY,QuizMind
EmreCelik15/weather-api,0,https://avatars.githubusercontent.com/u/77504605?s=40&v=4,EmreCelik15,weather-api
internetms52/langchain4j-google-tool-converter,0,https://avatars.githubusercontent.com/u/11222977?s=40&v=4,internetms52,langchain4j-google-tool-converter
bfozhengkai/ai-agent,1,https://avatars.githubusercontent.com/u/31117863?s=40&v=4,bfozhengkai,ai-agent
ibnudarma/quizy_app_java,0,https://avatars.githubusercontent.com/u/204300793?s=40&v=4,ibnudarma,quizy_app_java
mrxid/quizy_app_java,0,https://avatars.githubusercontent.com/u/107609809?s=40&v=4,mrxid,quizy_app_java
Hungnvh25/EcoFood,0,https://avatars.githubusercontent.com/u/144328260?s=40&v=4,Hungnvh25,EcoFood
MarekSchraedley/Advanced-Computer-Science-AB,0,https://avatars.githubusercontent.com/u/112725894?s=40&v=4,MarekSchraedley,Advanced-Computer-Science-AB
Vixxxz/e-commerce,0,https://avatars.githubusercontent.com/u/107321738?s=40&v=4,Vixxxz,e-commerce
hovinhduy/chatapp,0,https://avatars.githubusercontent.com/u/92667617?s=40&v=4,hovinhduy,chatapp
Vathsalya12346/Gemini,0,https://avatars.githubusercontent.com/u/145693973?s=40&v=4,Vathsalya12346,Gemini
winnerx0/rae,1,https://avatars.githubusercontent.com/u/93943847?s=40&v=4,winnerx0,rae
romflorod/culture_java,0,https://avatars.githubusercontent.com/u/64142185?s=40&v=4,romflorod,culture_java
BohdanDymydiuk/train-up,0,https://avatars.githubusercontent.com/u/143875033?s=40&v=4,BohdanDymydiuk,train-up
AurelienPautet/AICorrectorJAVASwing,0,https://avatars.githubusercontent.com/u/47290623?s=40&v=4,AurelienPautet,AICorrectorJAVASwing
Suhasi05/ClearDraft-AI-Backend,0,https://avatars.githubusercontent.com/u/121330305?s=40&v=4,Suhasi05,ClearDraft-AI-Backend
benboachie/OpenHI,0,https://avatars.githubusercontent.com/u/199366312?s=40&v=4,benboachie,OpenHI
YEXIAONAN/JavaCode,2,https://avatars.githubusercontent.com/u/89679677?s=40&v=4,YEXIAONAN,JavaCode
mythosforge-group/backend,0,https://avatars.githubusercontent.com/u/206476935?s=40&v=4,mythosforge-group,backend
Dagyss/PGAD-SIP,1,https://avatars.githubusercontent.com/u/86026213?s=40&v=4,Dagyss,PGAD-SIP
JohanLDev/curso-persistencia-java,0,https://avatars.githubusercontent.com/u/90524955?s=40&v=4,JohanLDev,curso-persistencia-java
Marcoherna/screenmatch,0,https://avatars.githubusercontent.com/u/155687622?s=40&v=4,Marcoherna,screenmatch
JulianCVM/avance-proyecto-java,0,https://avatars.githubusercontent.com/u/111820807?s=40&v=4,JulianCVM,avance-proyecto-java
kyn-317/qna,0,https://avatars.githubusercontent.com/u/204442121?s=40&v=4,kyn-317,qna
Kelekeys1234/Ai_vertex,0,https://avatars.githubusercontent.com/u/67713353?s=40&v=4,Kelekeys1234,Ai_vertex
bilallahbach/ExternalsManagements,0,https://avatars.githubusercontent.com/u/179875115?s=40&v=4,bilallahbach,ExternalsManagements
Ama2352/MoneyManagament_BE_SE330,0,https://avatars.githubusercontent.com/u/165858646?s=40&v=4,Ama2352,MoneyManagament_BE_SE330
Dhinesh2408/dailai-product,0,https://avatars.githubusercontent.com/u/125953136?s=40&v=4,Dhinesh2408,dailai-product
Zorozephyr/NewsApp,0,https://avatars.githubusercontent.com/u/105853870?s=40&v=4,Zorozephyr,NewsApp
jonasluis/screenmatch,0,https://avatars.githubusercontent.com/u/144178301?s=40&v=4,jonasluis,screenmatch
luizsolely/train-genius,0,https://avatars.githubusercontent.com/u/158594648?s=40&v=4,luizsolely,train-genius
BuiDoKhoiNguyen/PDFMiner,0,https://avatars.githubusercontent.com/u/123927630?s=40&v=4,BuiDoKhoiNguyen,PDFMiner
neshvig10/neshempl,0,https://avatars.githubusercontent.com/u/104668723?s=40&v=4,neshvig10,neshempl
divyanshu-mahto/peep,0,https://avatars.githubusercontent.com/u/128082311?s=40&v=4,divyanshu-mahto,peep
stefanfaur/apollo,0,https://avatars.githubusercontent.com/u/45326397?s=40&v=4,stefanfaur,apollo
GiorgiNikola/ecommerce-project,0,https://avatars.githubusercontent.com/u/65041195?s=40&v=4,GiorgiNikola,ecommerce-project
MatheusWDB/centelha-de-ideias,1,https://avatars.githubusercontent.com/u/137704756?s=40&v=4,MatheusWDB,centelha-de-ideias
carlosblanc0/back-test,0,https://avatars.githubusercontent.com/u/30513653?s=40&v=4,carlosblanc0,back-test
250421/AgentsOfRevature-p2-backend,0,https://avatars.githubusercontent.com/u/208400884?s=40&v=4,250421,AgentsOfRevature-p2-backend
ipz234-gpyu/Chat-bot,0,https://avatars.githubusercontent.com/u/147071848?s=40&v=4,ipz234-gpyu,Chat-bot
ahmedbasuny/image-gen,0,https://avatars.githubusercontent.com/u/7048885?s=40&v=4,ahmedbasuny,image-gen
MuhammadJaafer/V-MOM,1,https://avatars.githubusercontent.com/u/65286490?s=40&v=4,MuhammadJaafer,V-MOM
google/adk-java,273,https://avatars.githubusercontent.com/u/1342004?s=40&v=4,google,adk-java
MirunaRatiu/SixthSense,0,https://avatars.githubusercontent.com/u/117021237?s=40&v=4,MirunaRatiu,SixthSense
pisai00/ROBOT,0,https://avatars.githubusercontent.com/u/63119393?s=40&v=4,pisai00,ROBOT
Dnewsum/UMKC_Budget_App,0,https://avatars.githubusercontent.com/u/123412598?s=40&v=4,Dnewsum,UMKC_Budget_App
matheshmusk/Backend,0,https://avatars.githubusercontent.com/u/110330424?s=40&v=4,matheshmusk,Backend
prodriguezdefino/content-dicovery-platform-gcp,11,https://avatars.githubusercontent.com/u/3438103?s=40&v=4,prodriguezdefino,content-dicovery-platform-gcp
sylviatang214/Sprint05,0,https://avatars.githubusercontent.com/u/143663556?s=40&v=4,sylviatang214,Sprint05
Horlabrainmoore/java-genai,0,https://avatars.githubusercontent.com/u/162181638?s=40&v=4,Horlabrainmoore,java-genai
nghlong3004/moneybot,0,https://avatars.githubusercontent.com/u/79651543?s=40&v=4,nghlong3004,moneybot
presetprogrammer/NaviJ,0,https://avatars.githubusercontent.com/u/33395240?s=40&v=4,presetprogrammer,NaviJ
jW028/java-oop,0,https://avatars.githubusercontent.com/u/127942241?s=40&v=4,jW028,java-oop
Neo2854/daxos-be,0,https://avatars.githubusercontent.com/u/36170021?s=40&v=4,Neo2854,daxos-be
YogeshPatel8910/finalProject,0,https://avatars.githubusercontent.com/u/121304424?s=40&v=4,YogeshPatel8910,finalProject
sylviatang214/sprint4,0,https://avatars.githubusercontent.com/u/143663556?s=40&v=4,sylviatang214,sprint4
soheeGit/Today-Movie,0,https://avatars.githubusercontent.com/u/130043092?s=40&v=4,soheeGit,Today-Movie
laucha12/designPatterns,0,https://avatars.githubusercontent.com/u/41192791?s=40&v=4,laucha12,designPatterns
lkas96/PooPal-Server,0,https://avatars.githubusercontent.com/u/63045323?s=40&v=4,lkas96,PooPal-Server
kmr-ankitt/quizer,0,https://avatars.githubusercontent.com/u/90329779?s=40&v=4,kmr-ankitt,quizer
google-gemini/api-examples,52,https://avatars.githubusercontent.com/u/161781182?s=40&v=4,google-gemini,api-examples
lkas96/PooPal-Combined,0,https://avatars.githubusercontent.com/u/63045323?s=40&v=4,lkas96,PooPal-Combined
The-Falling-star/SillyTavern-Proxy,2,https://avatars.githubusercontent.com/u/143607337?s=40&v=4,The-Falling-star,SillyTavern-Proxy
shubbhhh/FactChecker,0,https://avatars.githubusercontent.com/u/121121079?s=40&v=4,shubbhhh,FactChecker
lSNOTNULL/Spring-from-scratchEX,0,https://avatars.githubusercontent.com/u/179586933?s=40&v=4,lSNOTNULL,Spring-from-scratchEX
qus0in/mytype-spring,2,https://avatars.githubusercontent.com/u/50694786?s=40&v=4,qus0in,mytype-spring
rbxo0128/search,1,https://avatars.githubusercontent.com/u/104380956?s=40&v=4,rbxo0128,search
shienka07/concert-booking,0,https://avatars.githubusercontent.com/u/81146632?s=40&v=4,shienka07,concert-booking
cake0420/jsp-servlet,1,https://avatars.githubusercontent.com/u/67948990?s=40&v=4,cake0420,jsp-servlet
Q-s-Zero-Aqua-Coke/concert-booking,0,https://avatars.githubusercontent.com/u/198511594?s=40&v=4,Q-s-Zero-Aqua-Coke,concert-booking
qus0in/concert-booking,1,https://avatars.githubusercontent.com/u/50694786?s=40&v=4,qus0in,concert-booking
rbxo0128/menu,0,https://avatars.githubusercontent.com/u/104380956?s=40&v=4,rbxo0128,menu
rzhang627/IceBreaker,0,https://avatars.githubusercontent.com/u/128009953?s=40&v=4,rzhang627,IceBreaker
shienka07/spring-scratch,0,https://avatars.githubusercontent.com/u/81146632?s=40&v=4,shienka07,spring-scratch
programers-AIBE1/250317,0,https://avatars.githubusercontent.com/u/195708814?s=40&v=4,programers-AIBE1,250317
imjwoo/spring-from-scratch,0,https://avatars.githubusercontent.com/u/168443118?s=40&v=4,imjwoo,spring-from-scratch
rbxo0128/Dev,0,https://avatars.githubusercontent.com/u/104380956?s=40&v=4,rbxo0128,Dev
AIBE1-Dev-Repo/spring-from-scratch,0,https://avatars.githubusercontent.com/u/195708779?s=40&v=4,AIBE1-Dev-Repo,spring-from-scratch
Sewoni/Programmers_DevCourse_AIBE1_,0,https://avatars.githubusercontent.com/u/195278227?s=40&v=4,Sewoni,Programmers_DevCourse_AIBE1_
qus0in/spring-from-scratch,1,https://avatars.githubusercontent.com/u/50694786?s=40&v=4,qus0in,spring-from-scratch
KovAlexey/TelegramBotGemini,0,https://avatars.githubusercontent.com/u/16429518?s=40&v=4,KovAlexey,TelegramBotGemini
RafaelCostrov/soundmatch,1,https://avatars.githubusercontent.com/u/153916955?s=40&v=4,RafaelCostrov,soundmatch
cake0420/korea-history,0,https://avatars.githubusercontent.com/u/67948990?s=40&v=4,cake0420,korea-history
robbietaek/Dechator,0,https://avatars.githubusercontent.com/u/56822123?s=40&v=4,robbietaek,Dechator
muhsiine/ExternalsManagement-be,0,https://avatars.githubusercontent.com/u/17444343?s=40&v=4,muhsiine,ExternalsManagement-be
dhoangquan1/LaskerMorrisBot,1,https://avatars.githubusercontent.com/u/56411722?s=40&v=4,dhoangquan1,LaskerMorrisBot
JapneetSachdeva1/Gemini_Integration,0,https://avatars.githubusercontent.com/u/46420079?s=40&v=4,JapneetSachdeva1,Gemini_Integration
confluentinc/gcp-flink-cflt-genai-quickstart,4,https://avatars.githubusercontent.com/u/9439498?s=40&v=4,confluentinc,gcp-flink-cflt-genai-quickstart
FernandoAurelius/screensound,1,https://avatars.githubusercontent.com/u/142647470?s=40&v=4,FernandoAurelius,screensound
DeltaV3/Studying,0,https://avatars.githubusercontent.com/u/106549118?s=40&v=4,DeltaV3,Studying
Yizhen-Zheng/chat-Java,0,https://avatars.githubusercontent.com/u/131596227?s=40&v=4,Yizhen-Zheng,chat-Java
Dedomenic0/screenmatch,0,https://avatars.githubusercontent.com/u/170148471?s=40&v=4,Dedomenic0,screenmatch
hedigoui/Smartmoby,0,https://avatars.githubusercontent.com/u/131344119?s=40&v=4,hedigoui,Smartmoby
adarshsingh58/Java_Web_Combined_Repo,1,https://avatars.githubusercontent.com/u/8313024?s=40&v=4,adarshsingh58,Java_Web_Combined_Repo
tadangthanh/kltn-luu-tru-tai-lieu,0,https://avatars.githubusercontent.com/u/126378214?s=40&v=4,tadangthanh,kltn-luu-tru-tai-lieu
Kolade-Amire/qlish-app,0,https://avatars.githubusercontent.com/u/40923375?s=40&v=4,Kolade-Amire,qlish-app
Learnathon-By-Geeky-Solutions/sketchboard,3,https://avatars.githubusercontent.com/u/185714892?s=40&v=4,Learnathon-By-Geeky-Solutions,sketchboard
googleapis/java-genai,101,https://avatars.githubusercontent.com/u/16785467?s=40&v=4,googleapis,java-genai
