name,stars,img,owner,repo_name
ignatandrei/Presentations,4,https://avatars.githubusercontent.com/u/153982?s=40&v=4,ignatandrei,Presentations
Takeshi-OO/gemini-chat-lib,0,https://avatars.githubusercontent.com/u/108854029?s=40&v=4,Takeshi-OO,gemini-chat-lib
CoffeeAtBedtime/CatChat,1,https://avatars.githubusercontent.com/u/6307063?s=40&v=4,CoffeeAtBedtime,CatChat
nanameru/slacline,0,https://avatars.githubusercontent.com/u/86884048?s=40&v=4,nanameru,slacline
LoveDoLove-Forked-Projects/cline,0,https://avatars.githubusercontent.com/u/157819380?s=40&v=4,LoveDoLove-Forked-Projects,cline
JEValenciaVelez/api_IA_business,0,https://avatars.githubusercontent.com/u/108983456?s=40&v=4,JEValenciaVelez,api_IA_business
Niell007/cline,0,https://avatars.githubusercontent.com/u/47694263?s=40&v=4,Niell007,cline
zetsu012/ai-agent,0,https://avatars.githubusercontent.com/u/128967299?s=40&v=4,zetsu012,ai-agent
nyxkrage/claude-code,0,https://avatars.githubusercontent.com/u/46626618?s=40&v=4,nyxkrage,claude-code
PrajnaLabs/Obsidian,0,https://avatars.githubusercontent.com/u/200962941?s=40&v=4,PrajnaLabs,Obsidian
TeamADAPT/NovaIDE,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,NovaIDE
zxml7777777/fork-nuxtgain,0,https://avatars.githubusercontent.com/u/127290414?s=40&v=4,zxml7777777,fork-nuxtgain
benjaminpittsley/blackboxai-1741230144785,0,https://avatars.githubusercontent.com/u/185556185?s=40&v=4,benjaminpittsley,blackboxai-1741230144785
garnet-labs/cline,0,https://avatars.githubusercontent.com/u/68412253?s=40&v=4,garnet-labs,cline
Vesias/cline,0,https://avatars.githubusercontent.com/u/93291742?s=40&v=4,Vesias,cline
amir-arad/LARP-Conflicts-Table-Web-Client,0,https://avatars.githubusercontent.com/u/6019373?s=40&v=4,amir-arad,LARP-Conflicts-Table-Web-Client
hcengineering/huly-code-cline,6,https://avatars.githubusercontent.com/u/87086734?s=40&v=4,hcengineering,huly-code-cline
PaulArkhet/arkhet-dev,0,https://avatars.githubusercontent.com/u/181801578?s=40&v=4,PaulArkhet,arkhet-dev
uw-ai/amplify-ai,0,https://avatars.githubusercontent.com/u/189057308?s=40&v=4,uw-ai,amplify-ai
Solareni/Half-Lemon,0,https://avatars.githubusercontent.com/u/192905811?s=40&v=4,Solareni,Half-Lemon
HeavenOSK/rich-cline,12,https://avatars.githubusercontent.com/u/19836917?s=40&v=4,HeavenOSK,rich-cline
presidio-oss/factif-ai,37,https://avatars.githubusercontent.com/u/188236679?s=40&v=4,presidio-oss,factif-ai
Exios66/cline,1,https://avatars.githubusercontent.com/u/148591095?s=40&v=4,Exios66,cline
refactorthis/cline,0,https://avatars.githubusercontent.com/u/3012240?s=40&v=4,refactorthis,cline
SecretiveShell/cline,0,https://avatars.githubusercontent.com/u/84923604?s=40&v=4,SecretiveShell,cline
tkc/pr-analyzer,0,https://avatars.githubusercontent.com/u/181991?s=40&v=4,tkc,pr-analyzer
vijay-fs/cline,0,https://avatars.githubusercontent.com/u/85994748?s=40&v=4,vijay-fs,cline
cosmix/archimedes,0,https://avatars.githubusercontent.com/u/76265?s=40&v=4,cosmix,archimedes
banr1/forked-Roo-Code,0,https://avatars.githubusercontent.com/u/33741829?s=40&v=4,banr1,forked-Roo-Code
CWashington98/RedPandaAlerts,0,https://avatars.githubusercontent.com/u/43585651?s=40&v=4,CWashington98,RedPandaAlerts
Multiverse0/cline,0,https://avatars.githubusercontent.com/u/200547739?s=40&v=4,Multiverse0,cline
waht41/auto_machine,18,https://avatars.githubusercontent.com/u/193342630?s=40&v=4,waht41,auto_machine
yumi2344/tanchishe,0,https://avatars.githubusercontent.com/u/115073880?s=40&v=4,yumi2344,tanchishe
secureonelabs/cline,0,https://avatars.githubusercontent.com/u/24754242?s=40&v=4,secureonelabs,cline
mbennett-labs/cline,0,https://avatars.githubusercontent.com/u/86172375?s=40&v=4,mbennett-labs,cline
alextay-ideagen/DocumentStylist,0,https://avatars.githubusercontent.com/u/175783654?s=40&v=4,alextay-ideagen,DocumentStylist
alextaymx/FlexiTemplate,0,https://avatars.githubusercontent.com/u/58934562?s=40&v=4,alextaymx,FlexiTemplate
theodo-fintech/dojo-splitmate,0,https://avatars.githubusercontent.com/u/34738648?s=40&v=4,theodo-fintech,dojo-splitmate
DongShengWork/Roo-Code,0,https://avatars.githubusercontent.com/u/161321472?s=40&v=4,DongShengWork,Roo-Code
DongShengWork/cline,0,https://avatars.githubusercontent.com/u/161321472?s=40&v=4,DongShengWork,cline
gorillabbit/RAIMEI,0,https://avatars.githubusercontent.com/u/19197431?s=40&v=4,gorillabbit,RAIMEI
Sasi354/ChatBot,0,https://avatars.githubusercontent.com/u/82762032?s=40&v=4,Sasi354,ChatBot
NeuronLinkAI/NeuronLink-CA,6,https://avatars.githubusercontent.com/u/194231301?s=40&v=4,NeuronLinkAI,NeuronLink-CA
matheus-rech/claude-dev,1,https://avatars.githubusercontent.com/u/71096630?s=40&v=4,matheus-rech,claude-dev
HybridTalentComputing/cline-chinese,314,https://avatars.githubusercontent.com/u/198068244?s=40&v=4,HybridTalentComputing,cline-chinese
aidrivencoder/Roo-Cline,37,https://avatars.githubusercontent.com/u/183512539?s=40&v=4,aidrivencoder,Roo-Cline
christianheine/page-piranha,2,https://avatars.githubusercontent.com/u/40512168?s=40&v=4,christianheine,page-piranha
gorillabbit/cline-cli,1,https://avatars.githubusercontent.com/u/19197431?s=40&v=4,gorillabbit,cline-cli
mexyusef/codesage-system,0,https://avatars.githubusercontent.com/u/23408831?s=40&v=4,mexyusef,codesage-system
christianheine/jorel-cli-demo,1,https://avatars.githubusercontent.com/u/40512168?s=40&v=4,christianheine,jorel-cli-demo
unicomp23/omni,0,https://avatars.githubusercontent.com/u/105673350?s=40&v=4,unicomp23,omni
christianheine/jorel-starter,1,https://avatars.githubusercontent.com/u/40512168?s=40&v=4,christianheine,jorel-starter
DrugsAreMyLife/NuCode,0,https://avatars.githubusercontent.com/u/173653405?s=40&v=4,DrugsAreMyLife,NuCode
iohub/OpenCopilot,8,https://avatars.githubusercontent.com/u/24241956?s=40&v=4,iohub,OpenCopilot
YukiOta/slack-agents-assistants-mcp-demo,0,https://avatars.githubusercontent.com/u/23182489?s=40&v=4,YukiOta,slack-agents-assistants-mcp-demo
jnorthrup/RooCodeSuperProject,0,https://avatars.githubusercontent.com/u/73514?s=40&v=4,jnorthrup,RooCodeSuperProject
dlants/magenta.nvim,227,https://avatars.githubusercontent.com/u/1186977?s=40&v=4,dlants,magenta.nvim
offsoc/cline,0,https://avatars.githubusercontent.com/u/139764790?s=40&v=4,offsoc,cline
EthanLLL/bedrock-gen-ui,1,https://avatars.githubusercontent.com/u/19232757?s=40&v=4,EthanLLL,bedrock-gen-ui
LivingInDrm/mycline,0,https://avatars.githubusercontent.com/u/188131737?s=40&v=4,LivingInDrm,mycline
JasonMcGee0715/storytime,0,https://avatars.githubusercontent.com/u/60494343?s=40&v=4,JasonMcGee0715,storytime
banr1/forked-cline,0,https://avatars.githubusercontent.com/u/33741829?s=40&v=4,banr1,forked-cline
kanmu/cline,0,https://avatars.githubusercontent.com/u/4252533?s=40&v=4,kanmu,cline
ignatandrei/dotnetstats,1,https://avatars.githubusercontent.com/u/153982?s=40&v=4,ignatandrei,dotnetstats
Flux159/agentic-shell,9,https://avatars.githubusercontent.com/u/904070?s=40&v=4,Flux159,agentic-shell
presidio-oss/cline-based-code-generator,53,https://avatars.githubusercontent.com/u/188236679?s=40&v=4,presidio-oss,cline-based-code-generator
faizancodes/llm-eval-platform,3,https://avatars.githubusercontent.com/u/43652410?s=40&v=4,faizancodes,llm-eval-platform
caicongyang/mini-cline,8,https://avatars.githubusercontent.com/u/6468995?s=40&v=4,caicongyang,mini-cline
inXile-Entertainment/cline,0,https://avatars.githubusercontent.com/u/125497462?s=40&v=4,inXile-Entertainment,cline
70ziko/GhAI,0,https://avatars.githubusercontent.com/u/103563386?s=40&v=4,70ziko,GhAI
rahatmoktadir03/llm-evaluation-platform,1,https://avatars.githubusercontent.com/u/127701272?s=40&v=4,rahatmoktadir03,llm-evaluation-platform
nickytoothiccy/ChatV1,0,https://avatars.githubusercontent.com/u/115097462?s=40&v=4,nickytoothiccy,ChatV1
zackbissell/cline,0,https://avatars.githubusercontent.com/u/175452110?s=40&v=4,zackbissell,cline
Rhysmalcolm13/theodore,1,https://avatars.githubusercontent.com/u/126150759?s=40&v=4,Rhysmalcolm13,theodore
danielbodnar/genaiscript,0,https://avatars.githubusercontent.com/u/1790726?s=40&v=4,danielbodnar,genaiscript
ZoneCog/Roo-Cline,0,https://avatars.githubusercontent.com/u/156602569?s=40&v=4,ZoneCog,Roo-Cline
ZoneCog/cline,0,https://avatars.githubusercontent.com/u/156602569?s=40&v=4,ZoneCog,cline
ciro25/cline,0,https://avatars.githubusercontent.com/u/34545153?s=40&v=4,ciro25,cline
christianheine/jorel,3,https://avatars.githubusercontent.com/u/40512168?s=40&v=4,christianheine,jorel
nodeexcel/TalentAI,0,https://avatars.githubusercontent.com/u/27336099?s=40&v=4,nodeexcel,TalentAI
faizancodes/llm-chain,5,https://avatars.githubusercontent.com/u/43652410?s=40&v=4,faizancodes,llm-chain
GHnnnnn/cline,1,https://avatars.githubusercontent.com/u/178698538?s=40&v=4,GHnnnnn,cline
microsoft/genaiscript,2638,https://avatars.githubusercontent.com/u/6154722?s=40&v=4,microsoft,genaiscript
Imehti/Buauty-Ecommerce-WebPage,0,https://avatars.githubusercontent.com/u/134233740?s=40&v=4,Imehti,Buauty-Ecommerce-WebPage
FarVision2/claude-dev,0,https://avatars.githubusercontent.com/u/118573329?s=40&v=4,FarVision2,claude-dev
trilogy-group/cline,0,https://avatars.githubusercontent.com/u/22237814?s=40&v=4,trilogy-group,cline
Jawabreh0/LLM-Proxy,1,https://avatars.githubusercontent.com/u/98946028?s=40&v=4,Jawabreh0,LLM-Proxy
DiegoSouzaPW/clines,0,https://avatars.githubusercontent.com/u/8016841?s=40&v=4,DiegoSouzaPW,clines
inferablehq/inferable,376,https://avatars.githubusercontent.com/u/170831637?s=40&v=4,inferablehq,inferable
CyprusCodes/llm-proxy,6,https://avatars.githubusercontent.com/u/83613688?s=40&v=4,CyprusCodes,llm-proxy
shouhanzen/cline_shouh,0,https://avatars.githubusercontent.com/u/20606858?s=40&v=4,shouhanzen,cline_shouh
tanghoong/cline,0,https://avatars.githubusercontent.com/u/4799387?s=40&v=4,tanghoong,cline
aws-samples/AWS-First-GenAI-Journey,351,https://avatars.githubusercontent.com/u/8931462?s=40&v=4,aws-samples,AWS-First-GenAI-Journey
mmrech/cline,0,https://avatars.githubusercontent.com/u/137358704?s=40&v=4,mmrech,cline
Snakpax7/cline,0,https://avatars.githubusercontent.com/u/183440026?s=40&v=4,Snakpax7,cline
ovenzeze/super-dev,0,https://avatars.githubusercontent.com/u/16137335?s=40&v=4,ovenzeze,super-dev
quadratichq/quadratic,3661,https://avatars.githubusercontent.com/u/101591215?s=40&v=4,quadratichq,quadratic
asbis/autocoder,0,https://avatars.githubusercontent.com/u/11362831?s=40&v=4,asbis,autocoder
coralnems/claude-dev,0,https://avatars.githubusercontent.com/u/109561276?s=40&v=4,coralnems,claude-dev
aws-samples/enhance-customer-experience-with-an-integrated-ai-chatbot,2,https://avatars.githubusercontent.com/u/8931462?s=40&v=4,aws-samples,enhance-customer-experience-with-an-integrated-ai-chatbot
TeamADAPT/cline,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,cline
PrimeDeviation/cline,0,https://avatars.githubusercontent.com/u/86575714?s=40&v=4,PrimeDeviation,cline
mendtech-med/mend-app,0,https://avatars.githubusercontent.com/u/183595387?s=40&v=4,mendtech-med,mend-app
gitizenss/shacklebol,0,https://avatars.githubusercontent.com/u/44759128?s=40&v=4,gitizenss,shacklebol
gitizenss/coder,0,https://avatars.githubusercontent.com/u/44759128?s=40&v=4,gitizenss,coder
BangRocket/claude-dev-JB,0,https://avatars.githubusercontent.com/u/1108880?s=40&v=4,BangRocket,claude-dev-JB
vuongbachdoan/fcj-cd-demo,10,https://avatars.githubusercontent.com/u/110236548?s=40&v=4,vuongbachdoan,fcj-cd-demo
minhbear/call-center-prsv,0,https://avatars.githubusercontent.com/u/80438434?s=40&v=4,minhbear,call-center-prsv
psd401/amplify-genai-backend,0,https://avatars.githubusercontent.com/u/1902994?s=40&v=4,psd401,amplify-genai-backend
Andreaswt/useshorts-frontend,11,https://avatars.githubusercontent.com/u/47352649?s=40&v=4,Andreaswt,useshorts-frontend
TeamADAPT/kodu-coder,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,kodu-coder
TeamADAPT/claude-dev.,5,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,claude-dev.
CyberCowboy404/nuxtgain,91,https://avatars.githubusercontent.com/u/65310868?s=40&v=4,CyberCowboy404,nuxtgain
spasma/claude-dev,0,https://avatars.githubusercontent.com/u/5197265?s=40&v=4,spasma,claude-dev
CarlosRobledoM/serenity-server,0,https://avatars.githubusercontent.com/u/94917631?s=40&v=4,CarlosRobledoM,serenity-server
kodu-ai/claude-coder,3597,https://avatars.githubusercontent.com/u/160821808?s=40&v=4,kodu-ai,claude-coder
caesarnine/vscode-ctxl,5,https://avatars.githubusercontent.com/u/5447671?s=40&v=4,caesarnine,vscode-ctxl
sammcj/open-dev,0,https://avatars.githubusercontent.com/u/862951?s=40&v=4,sammcj,open-dev
