name,stars,img,owner,repo_name
feuyeux/hello-a2a,0,https://avatars.githubusercontent.com/u/769711?s=40&v=4,feuyeux,hello-a2a
FredvanRijswijk/novatrek-webapp,0,https://avatars.githubusercontent.com/u/899180?s=40&v=4,FredvanRijswijk,novatrek-webapp
TSGCFO/Roo-Code,0,https://avatars.githubusercontent.com/u/148046818?s=40&v=4,TSGCFO,Roo-Code
Letteriello/projetoagentes,0,https://avatars.githubusercontent.com/u/30502859?s=40&v=4,Letteriello,projetoagentes
wade-liwei/genkit-web,0,https://avatars.githubusercontent.com/u/49429891?s=40&v=4,wade-liwei,genkit-web
tushar-nitor/AI-Code-Reviewer,0,https://avatars.githubusercontent.com/u/139757260?s=40&v=4,tushar-nitor,AI-Code-Reviewer
Alzok/kilocode-free,0,https://avatars.githubusercontent.com/u/6191226?s=40&v=4,Alzok,kilocode-free
RooCodeInc/Roo-Code,15297,https://avatars.githubusercontent.com/u/211522643?s=40&v=4,RooCodeInc,Roo-Code
BYUNGUI/ai-barista,0,https://avatars.githubusercontent.com/u/214345234?s=40&v=4,BYUNGUI,ai-barista
xincmm/claude-code-leak,1,https://avatars.githubusercontent.com/u/22817584?s=40&v=4,xincmm,claude-code-leak
brookcs3/agentis2,0,https://avatars.githubusercontent.com/u/182832077?s=40&v=4,brookcs3,agentis2
Alacoka/farmacia,0,https://avatars.githubusercontent.com/u/137331732?s=40&v=4,Alacoka,farmacia
MakeHub-ai/llm-api-gateway,0,https://avatars.githubusercontent.com/u/199669768?s=40&v=4,MakeHub-ai,llm-api-gateway
Alzok/kilodo.kilo-code-free-1.0.0,0,https://avatars.githubusercontent.com/u/6191226?s=40&v=4,Alzok,kilodo.kilo-code-free-1.0.0
Profusion-AI/vocahire-beta,0,https://avatars.githubusercontent.com/u/129634021?s=40&v=4,Profusion-AI,vocahire-beta
tne-ai/TNE-Code,0,https://avatars.githubusercontent.com/u/73915703?s=40&v=4,tne-ai,TNE-Code
NicholasAT925/Build-a-RAG-Solution-with-Firebase-Genkit,0,https://avatars.githubusercontent.com/u/104832441?s=40&v=4,NicholasAT925,Build-a-RAG-Solution-with-Firebase-Genkit
hyperbrowserai/langchainjs,0,https://avatars.githubusercontent.com/u/189776885?s=40&v=4,hyperbrowserai,langchainjs
geektown/openai-api-proxy2,0,https://avatars.githubusercontent.com/u/8444621?s=40&v=4,geektown,openai-api-proxy2
LaxBloxBoy2/qapt-coder,0,https://avatars.githubusercontent.com/u/206945415?s=40&v=4,LaxBloxBoy2,qapt-coder
pothamsettyKrishna/Agent-App-Gemini,0,https://avatars.githubusercontent.com/u/75352271?s=40&v=4,pothamsettyKrishna,Agent-App-Gemini
dougrick/openai-api-proxy,0,https://avatars.githubusercontent.com/u/214364123?s=40&v=4,dougrick,openai-api-proxy
thomcost/cline,0,https://avatars.githubusercontent.com/u/6240476?s=40&v=4,thomcost,cline
thomcost/Deep-research-gcp,0,https://avatars.githubusercontent.com/u/6240476?s=40&v=4,thomcost,Deep-research-gcp
n-yokomachi/a2a-samples,1,https://avatars.githubusercontent.com/u/45911707?s=40&v=4,n-yokomachi,a2a-samples
HosakaKeigo/genkit-agent-with-agent-builder,0,https://avatars.githubusercontent.com/u/74914629?s=40&v=4,HosakaKeigo,genkit-agent-with-agent-builder
nggocnn/a2a_sample,0,https://avatars.githubusercontent.com/u/60393084?s=40&v=4,nggocnn,a2a_sample
torchy55/Roo-Code,0,https://avatars.githubusercontent.com/u/8405182?s=40&v=4,torchy55,Roo-Code
Harshit-max11/a2a-samples,0,https://avatars.githubusercontent.com/u/191144838?s=40&v=4,Harshit-max11,a2a-samples
591291-hvl/BRIDGING-AI-AND-EDUCATION--NOT-JUST-ANOTHER-CHATBOT,0,https://avatars.githubusercontent.com/u/69840782?s=40&v=4,591291-hvl,BRIDGING-AI-AND-EDUCATION--NOT-JUST-ANOTHER-CHATBOT
lavkushry1/ecom-clone,0,https://avatars.githubusercontent.com/u/156744655?s=40&v=4,lavkushry1,ecom-clone
mongodb-js/langchainjs,0,https://avatars.githubusercontent.com/u/11214950?s=40&v=4,mongodb-js,langchainjs
Bharadwaj204/RentMate,0,https://avatars.githubusercontent.com/u/203147886?s=40&v=4,Bharadwaj204,RentMate
ripgrim/anon-kode,27,https://avatars.githubusercontent.com/u/75869731?s=40&v=4,ripgrim,anon-kode
MKand/movie-guru,14,https://avatars.githubusercontent.com/u/11426920?s=40&v=4,MKand,movie-guru
davidrsetti/A2A-and-MCP,0,https://avatars.githubusercontent.com/u/18011653?s=40&v=4,davidrsetti,A2A-and-MCP
davidrsetti/GCP-A2A,0,https://avatars.githubusercontent.com/u/18011653?s=40&v=4,davidrsetti,GCP-A2A
Kilo-Org/kilocode,991,https://avatars.githubusercontent.com/u/201822503?s=40&v=4,Kilo-Org,kilocode
Intern-Tracylu/Intern-Tracylu-2025-TW-AI-CloudMile-A2Aproject,0,https://avatars.githubusercontent.com/u/203799547?s=40&v=4,Intern-Tracylu,Intern-Tracylu-2025-TW-AI-CloudMile-A2Aproject
Jean-W-FE/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/48787628?s=40&v=4,Jean-W-FE,codelab-ai-genkit-rag
vuutla/a2a-samples,0,https://avatars.githubusercontent.com/u/66054380?s=40&v=4,vuutla,a2a-samples
HemantGuptaShorthillsAI/Shorthills-ai-extension,0,https://avatars.githubusercontent.com/u/198718535?s=40&v=4,HemantGuptaShorthillsAI,Shorthills-ai-extension
paulpham157/cline,0,https://avatars.githubusercontent.com/u/63088774?s=40&v=4,paulpham157,cline
paulpham157/chat-ui,0,https://avatars.githubusercontent.com/u/63088774?s=40&v=4,paulpham157,chat-ui
SwiftUI-Bridge/SwiftUI-Bridge,61,https://avatars.githubusercontent.com/u/177140746?s=40&v=4,SwiftUI-Bridge,SwiftUI-Bridge
google-a2a/a2a-samples,187,https://avatars.githubusercontent.com/u/213684959?s=40&v=4,google-a2a,a2a-samples
jgeofil/gcp-generative-ai,0,https://avatars.githubusercontent.com/u/12494787?s=40&v=4,jgeofil,gcp-generative-ai
gremlin961/couplespark,0,https://avatars.githubusercontent.com/u/9728823?s=40&v=4,gremlin961,couplespark
Profusion-AI/v0-vocahire,0,https://avatars.githubusercontent.com/u/129634021?s=40&v=4,Profusion-AI,v0-vocahire
n01boy/sqlwizard-vscode,1,https://avatars.githubusercontent.com/u/6460949?s=40&v=4,n01boy,sqlwizard-vscode
smdeveloper7/a2a,0,https://avatars.githubusercontent.com/u/162524295?s=40&v=4,smdeveloper7,a2a
A2Zwholesalediscounters/extensions,0,https://avatars.githubusercontent.com/u/167397595?s=40&v=4,A2Zwholesalediscounters,extensions
jabari-max/cline,0,https://avatars.githubusercontent.com/u/207655600?s=40&v=4,jabari-max,cline
Wangyan202510/openai-api-proxy,0,https://avatars.githubusercontent.com/u/211129265?s=40&v=4,Wangyan202510,openai-api-proxy
bilbilaki/chat-ui,0,https://avatars.githubusercontent.com/u/99578162?s=40&v=4,bilbilaki,chat-ui
vadaliah/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/8787615?s=40&v=4,vadaliah,codelab-ai-genkit-rag
KaushlendraSingh-dev/SpendWise,0,https://avatars.githubusercontent.com/u/198786046?s=40&v=4,KaushlendraSingh-dev,SpendWise
h4rp4z0/eva-soulfire,0,https://avatars.githubusercontent.com/u/189809490?s=40&v=4,h4rp4z0,eva-soulfire
chaterm/Chaterm,353,https://avatars.githubusercontent.com/u/206796645?s=40&v=4,chaterm,Chaterm
cbwinslow/cline,0,https://avatars.githubusercontent.com/u/8528478?s=40&v=4,cbwinslow,cline
mdresch/my-portfolio-menno,1,https://avatars.githubusercontent.com/u/17587554?s=40&v=4,mdresch,my-portfolio-menno
Walter0/Compass---Firebase,0,https://avatars.githubusercontent.com/u/6632184?s=40&v=4,Walter0,Compass---Firebase
vuutla/A2A,0,https://avatars.githubusercontent.com/u/66054380?s=40&v=4,vuutla,A2A
ViniciusGonzalez01/Projeto-GEMINI-SPORTI,0,https://avatars.githubusercontent.com/u/196133843?s=40&v=4,ViniciusGonzalez01,Projeto-GEMINI-SPORTI
joshuadeguzman/bwai_coffee_shop,3,https://avatars.githubusercontent.com/u/20706361?s=40&v=4,joshuadeguzman,bwai_coffee_shop
matari/RooTasker,1,https://avatars.githubusercontent.com/u/1245716?s=40&v=4,matari,RooTasker
TeamADAPT/roo-scheduler,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,roo-scheduler
eddy01414/a2a,0,https://avatars.githubusercontent.com/u/203375160?s=40&v=4,eddy01414,a2a
darshan8850/TermiLLM,0,https://avatars.githubusercontent.com/u/83301891?s=40&v=4,darshan8850,TermiLLM
soapcym/A2A,0,https://avatars.githubusercontent.com/u/3097487?s=40&v=4,soapcym,A2A
BiplabGenAI/a2a_mcp-example,0,https://avatars.githubusercontent.com/u/76530534?s=40&v=4,BiplabGenAI,a2a_mcp-example
derianrob/a2a-google-sdk,1,https://avatars.githubusercontent.com/u/52388038?s=40&v=4,derianrob,a2a-google-sdk
HSU-AviationComputer-DevTeam/Medical-Artificial-Intelligence-Platform,0,https://avatars.githubusercontent.com/u/197734700?s=40&v=4,HSU-AviationComputer-DevTeam,Medical-Artificial-Intelligence-Platform
feuyeux/a2a-side,0,https://avatars.githubusercontent.com/u/769711?s=40&v=4,feuyeux,a2a-side
noritaka1166/Roo-Code,0,https://avatars.githubusercontent.com/u/189505037?s=40&v=4,noritaka1166,Roo-Code
VivekSinghDS/a2a,0,https://avatars.githubusercontent.com/u/92970332?s=40&v=4,VivekSinghDS,a2a
ClumsyWizardHands/Cole-s-Familiar-,0,https://avatars.githubusercontent.com/u/207609924?s=40&v=4,ClumsyWizardHands,Cole-s-Familiar-
bbva-josemanuel/A2A,0,https://avatars.githubusercontent.com/u/63224939?s=40&v=4,bbva-josemanuel,A2A
grokchatgpt/skyline,0,https://avatars.githubusercontent.com/u/201217925?s=40&v=4,grokchatgpt,skyline
forerunnerai/A2A,0,https://avatars.githubusercontent.com/u/48231903?s=40&v=4,forerunnerai,A2A
ringo-hik/on-premises-cline,0,https://avatars.githubusercontent.com/u/138537387?s=40&v=4,ringo-hik,on-premises-cline
lando2319/crapsAIMLData-legacy,0,https://avatars.githubusercontent.com/u/2363722?s=40&v=4,lando2319,crapsAIMLData-legacy
kohofinancial/Roo-Code,0,https://avatars.githubusercontent.com/u/25867428?s=40&v=4,kohofinancial,Roo-Code
colevhoover/coherence-weaver-fresh,0,https://avatars.githubusercontent.com/u/207591736?s=40&v=4,colevhoover,coherence-weaver-fresh
ExNarc/openai-api-proxy,0,https://avatars.githubusercontent.com/u/30580059?s=40&v=4,ExNarc,openai-api-proxy
chrishoff89/openai-api-proxy,0,https://avatars.githubusercontent.com/u/104565030?s=40&v=4,chrishoff89,openai-api-proxy
maxxcte/A2A,0,https://avatars.githubusercontent.com/u/46557847?s=40&v=4,maxxcte,A2A
ethan-pitchpoint/Genkit-QA-bot-demo,0,https://avatars.githubusercontent.com/u/210393491?s=40&v=4,ethan-pitchpoint,Genkit-QA-bot-demo
macnya/sibiahstarschool,0,https://avatars.githubusercontent.com/u/61224738?s=40&v=4,macnya,sibiahstarschool
yamamomo2022/zenn_ai_agent_hackathon_2_backend,0,https://avatars.githubusercontent.com/u/98459873?s=40&v=4,yamamomo2022,zenn_ai_agent_hackathon_2_backend
champinco/studio,0,https://avatars.githubusercontent.com/u/196791054?s=40&v=4,champinco,studio
kirankiran12/eye_detection,0,https://avatars.githubusercontent.com/u/175295800?s=40&v=4,kirankiran12,eye_detection
InditexTech/cline,0,https://avatars.githubusercontent.com/u/128586778?s=40&v=4,InditexTech,cline
mainawycliffe/angular-genkit-demo,4,https://avatars.githubusercontent.com/u/12270550?s=40&v=4,mainawycliffe,angular-genkit-demo
mario872/openai-api-proxy,0,https://avatars.githubusercontent.com/u/106939571?s=40&v=4,mario872,openai-api-proxy
sjf/cline-priv,0,https://avatars.githubusercontent.com/u/153992?s=40&v=4,sjf,cline-priv
scaler-ai/cline,0,https://avatars.githubusercontent.com/u/172877670?s=40&v=4,scaler-ai,cline
iamthanushgowdap/apsconnect,0,https://avatars.githubusercontent.com/u/211355039?s=40&v=4,iamthanushgowdap,apsconnect
AlexLing6er/openai-api-proxy,0,https://avatars.githubusercontent.com/u/65284059?s=40&v=4,AlexLing6er,openai-api-proxy
uestcwangci/a2aMobileAgent,1,https://avatars.githubusercontent.com/u/34807801?s=40&v=4,uestcwangci,a2aMobileAgent
jd2409-dev/NewNexusLearn-AI,0,https://avatars.githubusercontent.com/u/206447118?s=40&v=4,jd2409-dev,NewNexusLearn-AI
rax215/google-a2a,0,https://avatars.githubusercontent.com/u/28808586?s=40&v=4,rax215,google-a2a
ishanExtreme/a2a_mcp-example,161,https://avatars.githubusercontent.com/u/39593226?s=40&v=4,ishanExtreme,a2a_mcp-example
IM-AVA-ai/AVA-AUTOMATE2,0,https://avatars.githubusercontent.com/u/211440635?s=40&v=4,IM-AVA-ai,AVA-AUTOMATE2
Adilson027/eco.ia02,0,https://avatars.githubusercontent.com/u/138115327?s=40&v=4,Adilson027,eco.ia02
olegkleiman/tlvboxvoicechat,0,https://avatars.githubusercontent.com/u/3518955?s=40&v=4,olegkleiman,tlvboxvoicechat
Nichebiche/A2A,0,https://avatars.githubusercontent.com/u/170881046?s=40&v=4,Nichebiche,A2A
Nichebiche/compass-ai-travel-planning-sample-flutter,0,https://avatars.githubusercontent.com/u/170881046?s=40&v=4,Nichebiche,compass-ai-travel-planning-sample-flutter
devabe-code/WatchItCinema,0,https://avatars.githubusercontent.com/u/172196809?s=40&v=4,devabe-code,WatchItCinema
Jakedismo/GenkitChat,2,https://avatars.githubusercontent.com/u/32139094?s=40&v=4,Jakedismo,GenkitChat
huaixvv/roocode-enhance,0,https://avatars.githubusercontent.com/u/48435229?s=40&v=4,huaixvv,roocode-enhance
Pacifique001/MamaCare,0,https://avatars.githubusercontent.com/u/205538614?s=40&v=4,Pacifique001,MamaCare
lancedb/genkitx-lancedb,3,https://avatars.githubusercontent.com/u/108903835?s=40&v=4,lancedb,genkitx-lancedb
TeamADAPT/roo-code,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,roo-code
gdtiti/openai-api-proxy,0,https://avatars.githubusercontent.com/u/7010407?s=40&v=4,gdtiti,openai-api-proxy
jd2409-dev/studio,0,https://avatars.githubusercontent.com/u/206447118?s=40&v=4,jd2409-dev,studio
TheJ-Erk400/cline-dev,1,https://avatars.githubusercontent.com/u/118570800?s=40&v=4,TheJ-Erk400,cline-dev
mcp-research/firebase__genkit,0,https://avatars.githubusercontent.com/u/208537706?s=40&v=4,mcp-research,firebase__genkit
jamesecy604/mayai-roo,0,https://avatars.githubusercontent.com/u/167812933?s=40&v=4,jamesecy604,mayai-roo
stevenp1015/gemini_region_hq,1,https://avatars.githubusercontent.com/u/82731175?s=40&v=4,stevenp1015,gemini_region_hq
tyorikan/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/694678?s=40&v=4,tyorikan,codelab-ai-genkit-rag
junksamiad/a2a_template,0,https://avatars.githubusercontent.com/u/173514670?s=40&v=4,junksamiad,a2a_template
axelmedjber/solution-ai-barista,0,https://avatars.githubusercontent.com/u/36242641?s=40&v=4,axelmedjber,solution-ai-barista
netbrah/cline,0,https://avatars.githubusercontent.com/u/162479981?s=40&v=4,netbrah,cline
anthtsel/DuneonWeaver,0,https://avatars.githubusercontent.com/u/4378912?s=40&v=4,anthtsel,DuneonWeaver
mbaneshi/adk-mcp,0,https://avatars.githubusercontent.com/u/21130612?s=40&v=4,mbaneshi,adk-mcp
hongg135/ads,0,https://avatars.githubusercontent.com/u/184446007?s=40&v=4,hongg135,ads
Jbbrack03/Roo-Code,1,https://avatars.githubusercontent.com/u/20332798?s=40&v=4,Jbbrack03,Roo-Code
jmchacolla/product-store,0,https://avatars.githubusercontent.com/u/9156951?s=40&v=4,jmchacolla,product-store
Mr-hysteria/Roo-code,0,https://avatars.githubusercontent.com/u/71417155?s=40&v=4,Mr-hysteria,Roo-code
codearvind07/testing,0,https://avatars.githubusercontent.com/u/77273138?s=40&v=4,codearvind07,testing
PragetX-Technologies/A2A-POC,0,https://avatars.githubusercontent.com/u/93197131?s=40&v=4,PragetX-Technologies,A2A-POC
IM-Automation-Api/AVA-AUTOMATE,0,https://avatars.githubusercontent.com/u/207272328?s=40&v=4,IM-Automation-Api,AVA-AUTOMATE
tuanminhphan45/laptop-data-,0,https://avatars.githubusercontent.com/u/45988394?s=40&v=4,tuanminhphan45,laptop-data-
78965412/openai-api-proxy,0,https://avatars.githubusercontent.com/u/69217939?s=40&v=4,78965412,openai-api-proxy
mindblowngaming/cline,0,https://avatars.githubusercontent.com/u/125539349?s=40&v=4,mindblowngaming,cline
uppusaikiran/nexus_agent_mcp_a2a_hackathon,0,https://avatars.githubusercontent.com/u/9650342?s=40&v=4,uppusaikiran,nexus_agent_mcp_a2a_hackathon
anmolpansara/A2A-POC,0,https://avatars.githubusercontent.com/u/169246483?s=40&v=4,anmolpansara,A2A-POC
Tochies/compass-codelab,0,https://avatars.githubusercontent.com/u/15238944?s=40&v=4,Tochies,compass-codelab
SupaKang/SubwayHero,0,https://avatars.githubusercontent.com/u/97516346?s=40&v=4,SupaKang,SubwayHero
RAD-Ninjas/building-agentic-apps,0,https://avatars.githubusercontent.com/u/139723289?s=40&v=4,RAD-Ninjas,building-agentic-apps
athrvaarora/A2A-test,0,https://avatars.githubusercontent.com/u/123106586?s=40&v=4,athrvaarora,A2A-test
aeonnext/Roo-Code,0,https://avatars.githubusercontent.com/u/114485942?s=40&v=4,aeonnext,Roo-Code
Ultronoss/Agency,0,https://avatars.githubusercontent.com/u/79258081?s=40&v=4,Ultronoss,Agency
Horlabrainmoore/genkit,0,https://avatars.githubusercontent.com/u/162181638?s=40&v=4,Horlabrainmoore,genkit
dracero/a2a_fiuba,0,https://avatars.githubusercontent.com/u/4700964?s=40&v=4,dracero,a2a_fiuba
trustradius/roo-code,0,https://avatars.githubusercontent.com/u/4855189?s=40&v=4,trustradius,roo-code
mbaneshi/a2a-learning,0,https://avatars.githubusercontent.com/u/21130612?s=40&v=4,mbaneshi,a2a-learning
ejmadkins/firebase-app-hosting-hack-day,0,https://avatars.githubusercontent.com/u/10157202?s=40&v=4,ejmadkins,firebase-app-hosting-hack-day
oisinoflaherty/hackathon,0,https://avatars.githubusercontent.com/u/137301174?s=40&v=4,oisinoflaherty,hackathon
jbleroy1/firebase-sample,0,https://avatars.githubusercontent.com/u/5168868?s=40&v=4,jbleroy1,firebase-sample
twilwa/nothingatall,0,https://avatars.githubusercontent.com/u/111034762?s=40&v=4,twilwa,nothingatall
EchoCog/langchainjs,0,https://avatars.githubusercontent.com/u/187094100?s=40&v=4,EchoCog,langchainjs
EchoCog/cline,0,https://avatars.githubusercontent.com/u/187094100?s=40&v=4,EchoCog,cline
LoveDoLove-Forked-Projects/A2A,0,https://avatars.githubusercontent.com/u/157819380?s=40&v=4,LoveDoLove-Forked-Projects,A2A
SSYCloud/roo-code-ssy,5,https://avatars.githubusercontent.com/u/204312386?s=40&v=4,SSYCloud,roo-code-ssy
canstralian/CodeAnywhere,1,https://avatars.githubusercontent.com/u/8595080?s=40&v=4,canstralian,CodeAnywhere
olegkleiman/genkit-retrieval,0,https://avatars.githubusercontent.com/u/3518955?s=40&v=4,olegkleiman,genkit-retrieval
olegkleiman/genkit,0,https://avatars.githubusercontent.com/u/3518955?s=40&v=4,olegkleiman,genkit
Tesseract-Production/tesseract-langchainjs-reference,1,https://avatars.githubusercontent.com/u/127358464?s=40&v=4,Tesseract-Production,tesseract-langchainjs-reference
WILSKY20/recipeFinder,0,https://avatars.githubusercontent.com/u/169832131?s=40&v=4,WILSKY20,recipeFinder
PatrickPD/deeplink-buddy,0,https://avatars.githubusercontent.com/u/37798332?s=40&v=4,PatrickPD,deeplink-buddy
awsxuhi/A2A,0,https://avatars.githubusercontent.com/u/53008344?s=40&v=4,awsxuhi,A2A
Rajs3001/ConnectPRO-Studio,0,https://avatars.githubusercontent.com/u/119493846?s=40&v=4,Rajs3001,ConnectPRO-Studio
david3080/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/5051727?s=40&v=4,david3080,codelab-ai-genkit-rag
henrikmcgee/Roo-Code,0,https://avatars.githubusercontent.com/u/190606989?s=40&v=4,henrikmcgee,Roo-Code
LamXhcAil/a2a-task-wix,0,https://avatars.githubusercontent.com/u/73167686?s=40&v=4,LamXhcAil,a2a-task-wix
ArmaanChaand/project-firebase-genkit,0,https://avatars.githubusercontent.com/u/96349786?s=40&v=4,ArmaanChaand,project-firebase-genkit
myHerbAI/compass-ai-travel-planning-sample-flutter,0,https://avatars.githubusercontent.com/u/141726081?s=40&v=4,myHerbAI,compass-ai-travel-planning-sample-flutter
somesh-ai/clone,0,https://avatars.githubusercontent.com/u/181324957?s=40&v=4,somesh-ai,clone
yashbhamare18/yash,0,https://avatars.githubusercontent.com/u/208985081?s=40&v=4,yashbhamare18,yash
ParthSangamnere/friendly-octo-potato,0,https://avatars.githubusercontent.com/u/182126887?s=40&v=4,ParthSangamnere,friendly-octo-potato
ShubhamMaster/shubham,0,https://avatars.githubusercontent.com/u/178095801?s=40&v=4,ShubhamMaster,shubham
VedantNagmoti/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/184155272?s=40&v=4,VedantNagmoti,codelab-ai-genkit-rag
KanhaiyaBagul/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/200219839?s=40&v=4,KanhaiyaBagul,codelab-ai-genkit-rag
sameerwalke1/codelab,0,https://avatars.githubusercontent.com/u/113702509?s=40&v=4,sameerwalke1,codelab
Upasana2005/GDGWorkshop,0,https://avatars.githubusercontent.com/u/112180984?s=40&v=4,Upasana2005,GDGWorkshop
ShreyaShelar19/genkit-ai,0,https://avatars.githubusercontent.com/u/199368967?s=40&v=4,ShreyaShelar19,genkit-ai
Yash80106/clonecodelab,0,https://avatars.githubusercontent.com/u/163631012?s=40&v=4,Yash80106,clonecodelab
VishalRaut2106/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/155873551?s=40&v=4,VishalRaut2106,codelab-ai-genkit-rag
purvesh0110/GDC-Nashik-Gen-AI,0,https://avatars.githubusercontent.com/u/97841283?s=40&v=4,purvesh0110,GDC-Nashik-Gen-AI
Ksagar28Pranav/GDG,0,https://avatars.githubusercontent.com/u/127031636?s=40&v=4,Ksagar28Pranav,GDG
saikannadkar/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/154604799?s=40&v=4,saikannadkar,codelab-ai-genkit-rag
shelkesanchit/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/166818075?s=40&v=4,shelkesanchit,codelab-ai-genkit-rag
Ashwinssj/genkit,0,https://avatars.githubusercontent.com/u/148850788?s=40&v=4,Ashwinssj,genkit
rushi-bhaskar/GenKit,0,https://avatars.githubusercontent.com/u/134522793?s=40&v=4,rushi-bhaskar,GenKit
tejas-jadhav-cse/gen-AI,0,https://avatars.githubusercontent.com/u/177320827?s=40&v=4,tejas-jadhav-cse,gen-AI
wade-liwei/genkit,0,https://avatars.githubusercontent.com/u/49429891?s=40&v=4,wade-liwei,genkit
JPClow3/Furia-Chat-Challenge,1,https://avatars.githubusercontent.com/u/17747495?s=40&v=4,JPClow3,Furia-Chat-Challenge
kxkaloo/A2A,0,https://avatars.githubusercontent.com/u/28609802?s=40&v=4,kxkaloo,A2A
